Technique ID,Technique Name,Is Sub-Technique,Parent Technique ID,Parent Technique Name,Tactics,Platforms,Data Components,Data Component Count,Log Sources,Log Source Count,Threat Groups Using This Technique,Threat Group Count
T1070.005,Indicator Removal: Network Share Connection Removal,True,T1070,Indicator Removal,Defense Evasion,Windows,"Command Execution
Logon Session Creation
Network Traffic Content
Process Creation",4,"NSM:Flow
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon",4,Threat Group-3390,1
T1070.006,Indicator Removal: Timestomp,True,T1070,Indicator Removal,Defense Evasion,"ESXi, Linux, Windows, macOS","Command Execution
File Access
File Metadata
File Modification
OS API Execution
Process Creation",6,"EDR:file
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:vmkernel
linux:osquery
macos:osquery
macos:unifiedlog",8,"APT28, APT29, APT32, APT38, APT5, Chimera, Kimsuky, Lazarus Group, Mustang Panda, Rocke, UNC3886",11
T1070.007,Indicator Removal: Clear Network Connection History and Configurations,True,T1070,Indicator Removal,Defense Evasion,"Linux, Network Devices, Windows, macOS","Command Execution
File Modification
Firewall Rule Modification
Network Traffic Content
Process Creation
Windows Registry Key Modification",6,"EDR:cli
NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog
networkdevice:syslog",8,"UNC3886, Volt Typhoon",2
T1070.008,Indicator Removal: Clear Mailbox Data,True,T1070,Indicator Removal,Defense Evasion,"Linux, Office Suite, Windows, macOS","Application Log Content
Command Execution
File Deletion
File Modification
Process Creation",5,"WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
m365:exchange
macos:osquery
macos:unifiedlog",7,"APT42, Scattered Spider",2
T1070.009,Indicator Removal: Clear Persistence,True,T1070,Indicator Removal,Defense Evasion,"ESXi, Linux, Windows, macOS","Command Execution
File Deletion
Process Creation
Scheduled Job Creation
User Account Deletion
Windows Registry Key Modification",6,"WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:TaskScheduler
auditd:SYSCALL
esxi:shell
esxi:vmkernel
macos:osquery
macos:unifiedlog",8,,0
T1070.010,Indicator Removal: Relocate Malware,True,T1070,Indicator Removal,Defense Evasion,"Linux, Network Devices, Windows, macOS","Command Execution
File Creation
File Deletion
File Modification",4,"WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog
networkdevice:syslog",5,,0
T1071,Application Layer Protocol,False,,,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog",5,"INC Ransom, Magic Hound, Rocke, TeamTNT, Velvet Ant",5
T1071.001,Application Layer Protocol: Web Protocols,True,T1071,Application Layer Protocol,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
macos:osquery
macos:unifiedlog",6,"APT18, APT19, APT28, APT32, APT33, APT37, APT38, APT39, APT41, APT42, BITTER, BRONZE BUTLER, BlackByte, Chimera, Cobalt Group, Confucius, Daggerfly, Dark Caracal, FIN13, FIN4, FIN8, Gamaredon Group, HAFNIUM, Higaisa, Inception, Ke3chang, Kimsuky, Lazarus Group, LuminousMoth, Magic Hound, Medusa Group, Metador, Moonstone Sleet, MuddyWater, Mustang Panda, OilRig, Orangeworm, Rancor, RedCurl, RedEcho, Rocke, Sandworm Team, Sea Turtle, Sidewinder, SilverTerrier, Stealth Falcon, TA505, TA551, TeamTNT, Threat Group-3390, Tropic Trooper, Turla, WIRTE, Windshift, Winter Vivern, Wizard Spider",56
T1071.002,Application Layer Protocol: File Transfer Protocols,True,T1071,Application Layer Protocol,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
macos:osquery
macos:unifiedlog",6,"APT41, Dragonfly, Kimsuky, SilverTerrier",4
T1071.003,Application Layer Protocol: Mail Protocols,True,T1071,Application Layer Protocol,Command and Control,"Linux, Network Devices, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog",5,"APT28, APT32, Contagious Interview, Kimsuky, SilverTerrier, Turla",6
T1071.004,Application Layer Protocol: DNS,True,T1071,Application Layer Protocol,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"NSM:FLow
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:syslog
macos:unifiedlog",6,"APT18, APT39, APT41, Chimera, Cobalt Group, Ember Bear, FIN7, Ke3chang, LazyScripter, OilRig, Tropic Trooper",11
T1071.005,Application Layer Protocol: Publish/Subscribe Protocols,True,T1071,Application Layer Protocol,Command and Control,"Linux, Network Devices, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog",5,,0
T1072,Software Deployment Tools,False,,,"Execution, Lateral Movement","Linux, Network Devices, SaaS, Windows, macOS","Application Log Content
Command Execution
Network Traffic Flow
Process Creation",4,"AWS:CloudTrail
NSM:Flow
WinEventLog:Application
WinEventLog:Security
auditd:SYSCALL
macos:jamf
macos:unifiedlog
networkdevice:syslog",8,"APT32, Medusa Group, Mustang Panda, Sandworm Team, Silence, Threat Group-1314",6
T1074,Data Staged,False,,,Collection,"ESXi, IaaS, Linux, Windows, macOS","Cloud Storage Access
Command Execution
File Access
File Creation
Process Creation",5,"AWS:CloudTrail
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
esxi:vmkernel
gcp:audit
macos:unifiedlog",8,"INC Ransom, Scattered Spider, Volt Typhoon, Wizard Spider",4
T1074.001,Data Staged: Local Data Staging,True,T1074,Data Staged,Collection,"ESXi, Linux, Windows, macOS","Command Execution
File Access
File Creation
Process Creation
Snapshot Creation",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
esxi:vmkernel
macos:unifiedlog",6,"APT28, APT3, APT39, APT5, Agrius, BackdoorDiplomacy, Chimera, Dragonfly, FIN13, FIN5, GALLIUM, Indrik Spider, Kimsuky, Lazarus Group, Leviathan, Lotus Blossom, MuddyWater, Mustang Panda, Patchwork, Sidewinder, Storm-1811, TeamTNT, Threat Group-3390, UNC3886, Volt Typhoon, Wizard Spider, menuPass",27
T1074.002,Data Staged: Remote Data Staging,True,T1074,Data Staged,Collection,"ESXi, IaaS, Linux, Windows, macOS","Cloud Storage Access
Command Execution
File Access
File Creation
Network Share Access
Network Traffic Content
Process Creation",7,"AWS:CloudTrail
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Microsoft-Windows-SMBClient/Security
WinEventLog:PowerShell
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:shell
esxi:vmkernel
esxi:vob
macos:unifiedlog",12,"APT28, Chimera, FIN6, FIN8, Leviathan, MoustachedBouncer, Sea Turtle, Threat Group-3390, ToddyCat, menuPass",10
T1078,Valid Accounts,False,,,"Defense Evasion, Initial Access, Persistence, Privilege Escalation","Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS","Logon Session Creation
Logon Session Metadata
Process Creation
User Account Authentication",4,"NSM:Connections
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
kubernetes:audit
macos:unifiedlog
saas:okta",7,"APT18, APT28, APT29, APT33, APT39, APT41, Akira, Axiom, BlackByte, Carbanak, Chimera, Cinnamon Tempest, Dragonfly, FIN10, FIN4, FIN5, FIN6, FIN7, FIN8, Fox Kitten, GALLIUM, INC Ransom, Indrik Spider, Ke3chang, LAPSUS$, Lazarus Group, Leviathan, Medusa Group, OilRig, POLONIUM, PittyTiger, Play, Sandworm Team, Scattered Spider, Sea Turtle, Silence, Silent Librarian, Star Blizzard, Suckfly, Threat Group-3390, UNC3886, Volt Typhoon, Wizard Spider, menuPass",44
T1078.001,Valid Accounts: Default Accounts,True,T1078,Valid Accounts,"Defense Evasion, Initial Access, Persistence, Privilege Escalation","Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS","Logon Session Creation
Logon Session Metadata
User Account Authentication",3,"AWS:CloudTrail
WinEventLog:Security
auditd:USER_LOGIN
esxi:auth
networkdevice:syslog",5,"Ember Bear, FIN13, Magic Hound, UNC3886",4
T1078.002,Valid Accounts: Domain Accounts,True,T1078,Valid Accounts,"Defense Evasion, Initial Access, Persistence, Privilege Escalation","ESXi, Linux, Windows, macOS","Logon Session Metadata
Network Connection Creation
Process Creation
User Account Authentication",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:vpxd
linux:syslog
macos:unifiedlog",7,"APT3, APT5, Agrius, Aquatic Panda, BlackByte, Chimera, Cinnamon Tempest, Indrik Spider, Magic Hound, Naikon, OilRig, Play, Sandworm Team, TA505, Threat Group-1314, ToddyCat, Volt Typhoon, Wizard Spider",18
T1078.003,Valid Accounts: Local Accounts,True,T1078,Valid Accounts,"Defense Evasion, Initial Access, Persistence, Privilege Escalation","Containers, ESXi, Linux, Network Devices, Windows, macOS","Logon Session Creation
Logon Session Metadata
User Account Authentication",3,"WinEventLog:Security
auditd:USER_LOGIN
linux:auth
macos:unifiedlog",4,"APT29, APT32, FIN10, FIN7, HAFNIUM, Kimsuky, PROMETHIUM, Play, Sea Turtle, Tropic Trooper, Turla, Velvet Ant",12
T1078.004,Valid Accounts: Cloud Accounts,True,T1078,Valid Accounts,"Defense Evasion, Initial Access, Persistence, Privilege Escalation","IaaS, Identity Provider, Office Suite, SaaS","Logon Session Creation
Logon Session Metadata
User Account Authentication",3,"AWS:CloudTrail
azure:signinlogs
gcp:audit
m365:signinlogs
m365:unified
saas:okta",6,"APT28, APT29, APT33, APT5, HAFNIUM, Ke3chang, LAPSUS$, Scattered Spider, Storm-0501",9
T1080,Taint Shared Content,False,,,Lateral Movement,"Linux, Office Suite, SaaS, Windows, macOS","File Creation
File Modification
Network Share Access",3,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
fs:fsevents
gcp:workspaceaudit
m365:defender
m365:unified
macos:unifiedlog",9,"BRONZE BUTLER, Cinnamon Tempest, Darkhotel, Gamaredon Group, RedCurl",5
T1082,System Information Discovery,False,,,Discovery,"ESXi, IaaS, Linux, Network Devices, Windows, macOS","Command Execution
Instance Enumeration
Process Creation",3,"AWS:CloudTrail
WinEventLog:PowerShell
WinEventLog:Security
auditd:SYSCALL
esxi:vmkernel
macos:unifiedlog
networkdevice:syslog",7,"APT18, APT19, APT3, APT32, APT37, APT38, APT41, APT42, Aquatic Panda, BlackByte, Blue Mockingbird, CURIUM, Contagious Interview, Daggerfly, Darkhotel, FIN13, FIN7, FIN8, Gamaredon Group, HEXANE, Higaisa, Inception, Ke3chang, Kimsuky, Lazarus Group, Magic Hound, Malteiro, Medusa Group, Moonstone Sleet, Moses Staff, MuddyWater, Mustang Panda, Mustard Tempest, OilRig, Patchwork, Play, RedCurl, Rocke, Sandworm Team, Scattered Spider, SideCopy, Sidewinder, Sowbug, Stealth Falcon, Storm-0501, TA2541, TeamTNT, Tropic Trooper, Turla, Windigo, Windshift, Winter Vivern, Wizard Spider, ZIRCONIUM, admin@338",55
T1083,File and Directory Discovery,False,,,Discovery,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
File Access
File Creation
Process Creation",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:PATH
auditd:SYSCALL
esxi:hostd
esxi:shell
fs:fsusage
macos:unifiedlog
networkdevice:syslog",9,"APT18, APT28, APT3, APT32, APT38, APT39, APT41, APT5, Aoqin Dragon, BRONZE BUTLER, Chimera, Confucius, Contagious Interview, Dark Caracal, Darkhotel, Dragonfly, FIN13, Fox Kitten, Gamaredon Group, HAFNIUM, Inception, Ke3chang, Kimsuky, Lazarus Group, Leafminer, Lotus Blossom, LuminousMoth, Magic Hound, Medusa Group, MuddyWater, Mustang Panda, Patchwork, Play, RedCurl, Sandworm Team, Scattered Spider, Sidewinder, Sowbug, TeamTNT, ToddyCat, Tropic Trooper, Turla, UNC3886, Velvet Ant, Volt Typhoon, Windigo, Winnti Group, Winter Vivern, admin@338, menuPass",50
T1087,Account Discovery,False,,,Discovery,"ESXi, IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS","Cloud Service Enumeration
Command Execution
File Access
Process Creation
Script Execution
User Account Metadata",6,"AWS:CloudTrail
WinEventLog:Sysmon
auditd:SYSCALL
azure:signinlogs
esxi:vpxd
gcp:audit
linux:Sysmon
m365:unified
macos:unifiedlog
saas:okta",10,"Aquatic Panda, FIN13, Scattered Spider",3
T1087.001,Account Discovery: Local Account,True,T1087,Account Discovery,Discovery,"ESXi, Linux, Windows, macOS","File Access
Process Creation
User Account Metadata",3,"WinEventLog:Sysmon
auditd:PATH
esxi:shell
linux:Sysmon
macos:unifiedlog
vpxd.log",6,"APT1, APT3, APT32, APT41, APT42, Chimera, Fox Kitten, Ke3chang, Lotus Blossom, Medusa Group, Moses Staff, OilRig, Poseidon Group, RedCurl, Threat Group-3390, Turla, Volt Typhoon, admin@338",18
T1087.002,Account Discovery: Domain Account,True,T1087,Account Discovery,Discovery,"Linux, Windows, macOS","Command Execution
Network Traffic Content
Process Creation",3,"NSM:Flow
WinEventLog:PowerShell
WinEventLog:Sysmon
auditd:SYSCALL
linuxsyslog
macos:unifiedlog",6,"APT41, BRONZE BUTLER, BlackByte, Chimera, Dragonfly, FIN13, FIN6, FIN7, Fox Kitten, INC Ransom, Ke3chang, LAPSUS$, Lotus Blossom, MuddyWater, Mustang Panda, OilRig, Poseidon Group, RedCurl, Sandworm Team, Scattered Spider, Storm-0501, Storm-1811, ToddyCat, Turla, Volt Typhoon, Wizard Spider, menuPass",27
T1087.003,Account Discovery: Email Account,True,T1087,Account Discovery,Discovery,"Office Suite, Windows","Application Log Content
Command Execution
Process Creation
User Account Authentication
User Account Metadata",5,"WinEventLog:PowerShell
WinEventLog:Sysmon
azure:signinlogs
gcp:audit
m365:unified",5,"Magic Hound, RedCurl, Sandworm Team, TA505",4
T1087.004,Account Discovery: Cloud Account,True,T1087,Account Discovery,Discovery,"IaaS, Identity Provider, Office Suite, SaaS","Application Log Content
Command Execution
User Account Authentication
User Account Metadata",4,"AWS:CloudTrail
Google Admin Audit
Microsoft Entra ID Audit Logs
Microsoft Graph API Logs
WinEventLog:PowerShell
azure:activity
azure:signinlogs
m365:defender
saas:okta",9,"APT29, Storm-0501",2
T1090,Proxy,False,,,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
Firewall Rule Modification
Network Connection Creation
Network Traffic Flow
Process Creation",5,"NSM:Connections
NSM:Firewall
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
esxi:vmkernel
macos:unifiedlog
networkdevice:cli",9,"APT41, Blue Mockingbird, Cinnamon Tempest, Contagious Interview, CopyKittens, Earth Lusca, Fox Kitten, Gamaredon Group, LAPSUS$, Magic Hound, MoustachedBouncer, POLONIUM, Sandworm Team, Scattered Spider, Turla, Volt Typhoon, Windigo",17
T1090.001,Proxy: Internal Proxy,True,T1090,Proxy,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
Firewall Rule Modification
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation
Service Creation",7,"Firewall Audit Logs
NSM:Connections
NSM:Flow
WinEventLog:Sysmon
Windows Firewall Log
auditd:SYSCALL
esxi:shell
esxi:vmkernel
macos:osquery
macos:unifiedlog
networkdevice:cli",11,"APT39, FIN13, Higaisa, Lazarus Group, Lotus Blossom, Strider, Turla, Velvet Ant, Volt Typhoon",9
T1090.002,Proxy: External Proxy,True,T1090,Proxy,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Firewall Rule Modification
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"Firewall Audit Logs
NSM:Flow
WinEventLog:Microsoft-Windows-Windows Defender/Operational
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
esxi:vmkernel
macos:osquery
macos:unifiedlog
networkdevice:syslog",10,"APT28, APT29, APT3, APT39, FIN5, GALLIUM, Lazarus Group, MuddyWater, Silence, Tonto Team, menuPass",11
T1090.003,Proxy: Multi-hop Proxy,True,T1090,Proxy,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Firmware Modification
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"NSM:Firewall
NSM:Flow
Netfilter/iptables
WinEventLog:Sysmon
auditd:SYSCALL
dns:query
esxi:esxupdate
esxi:vmkernel
macos:osquery
macos:unifiedlog
networkdevice:syslog",11,"APT28, APT29, Ember Bear, FIN4, Gamaredon Group, Inception, Leviathan, Lotus Blossom, Medusa Group, Volt Typhoon, ZIRCONIUM",11
T1090.004,Proxy: Domain Fronting,True,T1090,Proxy,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Process Creation",3,"NSM:Connections
NSM:Firewall
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
macos:osquery
macos:unifiedlog",8,APT29,1
T1091,Replication Through Removable Media,False,,,"Initial Access, Lateral Movement",Windows,"Drive Creation
File Access
File Creation
Process Creation",4,"WinEventLog:Microsoft-Windows-Windows Defender/Operational
WinEventLog:Sysmon
WinEventLog:System",3,"APT28, Aoqin Dragon, Darkhotel, FIN7, Gamaredon Group, LuminousMoth, Mustang Panda, Tropic Trooper",8
T1092,Communication Through Removable Media,False,,,Command and Control,"Linux, Windows, macOS","Drive Creation
File Creation
Process Creation",3,"WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
fs:fsusage
macos:unifiedlog",5,APT28,1
T1095,Non-Application Layer Protocol,False,,,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow",3,"NSM:Firewall
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:vmkernel
macos:unifiedlog",6,"APT3, BITTER, BackdoorDiplomacy, Ember Bear, FIN6, Gamaredon Group, HAFNIUM, Metador, Mustang Panda, PLATINUM, ToddyCat, UNC3886",12
T1098,Account Manipulation,False,,,"Persistence, Privilege Escalation","Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS","Active Directory Object Modification
File Modification
Process Creation
User Account Modification",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:PATH
auditd:SYSCALL
esxi:vpxa
m365:unified
macos:unifiedlog
saas:okta",8,"HAFNIUM, Lazarus Group, Scattered Spider",3
T1098.001,Account Manipulation: Additional Cloud Credentials,True,T1098,Account Manipulation,"Persistence, Privilege Escalation","IaaS, Identity Provider, SaaS","Active Directory Object Creation
Active Directory Object Modification
User Account Modification",3,"AWS:CloudTrail
azure:audit
gcp:audit
m365:unified",4,Storm-0501,1
T1098.002,Account Manipulation: Additional Email Delegate Permissions,True,T1098,Account Manipulation,"Persistence, Privilege Escalation","Office Suite, Windows","Application Log Content
Process Creation
User Account Modification",3,"WinEventLog:Security
m365:unified",2,"APT28, APT29, Magic Hound",3
T1098.003,Account Manipulation: Additional Cloud Roles,True,T1098,Account Manipulation,"Persistence, Privilege Escalation","IaaS, Identity Provider, Office Suite, SaaS",User Account Modification,1,"AWS:CloudTrail
m365:audit
m365:unified",3,"LAPSUS$, Scattered Spider, Storm-0501",3
T1098.004,Account Manipulation: SSH Authorized Keys,True,T1098,Account Manipulation,"Persistence, Privilege Escalation","ESXi, IaaS, Linux, Network Devices, macOS","Command Execution
File Modification
Process Creation",3,"auditd:SYSCALL
esxi:shell
gcp:audit
macos:auth
macos:unifiedlog
networkdevice:cli",6,"Earth Lusca, Salt Typhoon, TeamTNT",3
T1098.005,Account Manipulation: Device Registration,True,T1098,Account Manipulation,"Persistence, Privilege Escalation","Identity Provider, Windows","Active Directory Object Creation
Application Log Content
User Account Modification",3,"ApplicationLog:EntraIDPortal
ApplicationLog:Intune/MDM Logs
WinEventLog:Security
azure:audit",4,APT29,1
T1098.006,Account Manipulation: Additional Container Cluster Roles,True,T1098,Account Manipulation,"Persistence, Privilege Escalation",Containers,User Account Modification,1,kubernetes:audit,1,,0
T1098.007,Account Manipulation: Additional Local or Domain Groups,True,T1098,Account Manipulation,"Persistence, Privilege Escalation","Linux, Windows, macOS",User Account Modification,1,"WinEventLog:Security
auditd:SYSCALL
macos:unifiedlog",3,"APT3, APT41, APT5, Dragonfly, FIN13, Kimsuky, Magic Hound",7
T1102,Web Service,False,,,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow",3,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:vmkernel
macos:osquery
macos:unifiedlog
vpxd.log",7,"APT32, APT42, EXOTIC LILY, FIN6, FIN8, Fox Kitten, Gamaredon Group, Inception, LazyScripter, Mustang Panda, RedCurl, Rocke, TeamTNT, Turla",14
T1102.001,Web Service: Dead Drop Resolver,True,T1102,Web Service,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow",3,"NSM:Firewall
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:vobd
etw:Microsoft-Windows-NDIS-PacketCapture
macos:osquery
macos:unifiedlog",8,"APT41, BRONZE BUTLER, Kimsuky, Patchwork, RTM, Rocke",6
T1102.002,Web Service: Bidirectional Communication,True,T1102,Web Service,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"NSM:Connections
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
etw:Microsoft-Windows-WinINet
macos:unifiedlog",6,"APT12, APT28, APT37, APT39, Carbanak, FIN7, Gamaredon Group, HEXANE, Kimsuky, Lazarus Group, Magic Hound, MuddyWater, POLONIUM, Sandworm Team, Turla, ZIRCONIUM",16
T1102.003,Web Service: One-Way Communication,True,T1102,Web Service,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
etw:Microsoft-Windows-WinINet
iptables:LOG
macos:endpointsecurity
macos:unifiedlog",7,"Gamaredon Group, Leviathan",2
T1104,Multi-Stage Channels,False,,,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Flow
Process Creation",3,"WinEventLog:Sysmon
auditd:SYSCALL
esxi:cron
esxi:hostd
iptables:LOG
macos:endpointsecurity
macos:unifiedlog",7,"APT3, APT41, Lazarus Group, MuddyWater",4
T1105,Ingress Tool Transfer,False,,,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
File Creation
Network Connection Creation
Network Traffic Flow
Process Creation",5,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
iptables:LOG
macos:endpointsecurity
macos:unifiedlog
snmp:syslog",9,"APT-C-36, APT18, APT28, APT29, APT3, APT32, APT33, APT37, APT38, APT39, APT41, Ajax Security Team, Andariel, Aquatic Panda, BITTER, BRONZE BUTLER, BackdoorDiplomacy, BlackByte, Chimera, Cinnamon Tempest, Cobalt Group, Confucius, Daggerfly, Darkhotel, Dragonfly, Elderwood, Evilnum, FIN13, FIN7, FIN8, Fox Kitten, GALLIUM, Gamaredon Group, Gorgon Group, HAFNIUM, HEXANE, INC Ransom, IndigoZebra, Indrik Spider, Ke3chang, Kimsuky, Lazarus Group, LazyScripter, Leviathan, LuminousMoth, Magic Hound, Medusa Group, Metador, Molerats, Moonstone Sleet, Moses Staff, MuddyWater, Mustang Panda, Mustard Tempest, Nomadic Octopus, OilRig, PLATINUM, Patchwork, Play, Rancor, Rocke, Sandworm Team, Scattered Spider, SideCopy, Sidewinder, Silence, Storm-1811, TA2541, TA505, TA551, TeamTNT, Threat Group-3390, Tonto Team, Tropic Trooper, Turla, Volatile Cedar, Volt Typhoon, WIRTE, Whitefly, Windshift, Winnti Group, Winter Vivern, Wizard Spider, ZIRCONIUM, menuPass",85
T1106,Native API,False,,,Execution,"Linux, Windows, macOS","Module Load
Process Access
Process Creation",3,"WinEventLog:Sysmon
auditd:SYSCALL
macos:endpointsecurity
macos:unifiedlog",4,"APT37, APT38, BlackTech, Chimera, Gamaredon Group, Gorgon Group, Higaisa, Lazarus Group, Medusa Group, Mustang Panda, Sandworm Team, SideCopy, Silence, TA505, ToddyCat, Tropic Trooper, Turla, menuPass",18
T1110,Brute Force,False,,,Credential Access,"Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS",User Account Authentication,1,"WinEventLog:Security
auditd:USER_LOGIN
azure:signinlogs
m365:unified
macos:unifiedlog",5,"APT28, APT38, APT39, APT41, Agrius, DarkVishnya, Dragonfly, Ember Bear, FIN5, Fox Kitten, HEXANE, OilRig, Storm-0501, Turla",14
T1110.001,Brute Force: Password Guessing,True,T1110,Brute Force,Credential Access,"Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS",User Account Authentication,1,"GCPAuditLogs:login.googleapis.com
WinEventLog:Security
azure:signinlogs
linux:syslog
macos:unifiedlog
networkdevice:syslog",6,"APT28, APT29",2
T1110.002,Brute Force: Password Cracking,True,T1110,Brute Force,Credential Access,"Identity Provider, Linux, Network Devices, Office Suite, Windows, macOS","File Access
File Creation
Process Access
Process Creation
User Account Authentication",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
azure:signinlogs
linux:syslog
macos:unifiedlog
networkdevice:syslog",7,"APT3, Dragonfly, FIN6, Salt Typhoon",4
T1110.003,Brute Force: Password Spraying,True,T1110,Brute Force,Credential Access,"Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS",User Account Authentication,1,"WinEventLog:Security
azure:signinlogs
kubernetes:audit
linux:syslog
m365:exchange
macos:unifiedlog
networkdevice:syslog
saas:auth",8,"APT28, APT29, APT33, Agrius, Chimera, Ember Bear, HAFNIUM, HEXANE, Lazarus Group, Leafminer, Silent Librarian",11
T1110.004,Brute Force: Credential Stuffing,True,T1110,Brute Force,Credential Access,"Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS",User Account Authentication,1,"AWS:CloudTrail
WinEventLog:Security
azure:signinlogs
kubernetes:apiserver
linux:syslog
m365:exchange
macos:unifiedlog
networkdevice:syslog
saas-app:auth",9,Chimera,1
T1111,Multi-Factor Authentication Interception,False,,,Credential Access,"Linux, Windows, macOS","Driver Load
Logon Session Creation
OS API Execution
Process Access
Process Creation
Windows Registry Key Modification",6,"WinEventLog:Security
WinEventLog:Sysmon
linux:syslog
macos:osquery
macos:unifiedlog",5,"APT42, Chimera, Kimsuky, LAPSUS$",4
